premise	hypothesis	output	language
Go through the underground walkway to Statue Square ; on the east side of the square is the Legislative Council Building , one of the few colonial buildings left in Hong Kong .	To the north of Statue Square is the Legislative Council Building , one of Hong Kong 's newest buildings .	contradiction	en
they illustrate 1 ) Decline in revenue share from household sector 2 ) Increasing , in absolute value , own-price elasticity 3 ) Increasing substitutability away from postage consumption with computer use 4 ) Increasing substitutability between postage and telephone consumption .	There is a steep increase in revenue share from a household sector .	contradiction	en
Good places to buy include the Azulejo Museum in Lisbon ( see page 31 ) and the shops along route EN-125 along the Algarve coast , which sell more ceramics and pottery than anywhere else in Portugal .	The Azulejo Museum in Lisbon does not have a shop .	contradiction	en
Criadillas are considered a more than one tourist-conscious menu bills them as mountain oysters , but they are in fact bulls ' testicles .	Criadillas are lacy doilies that local women wear on their heads .	contradiction	en
the lady looked up at me and said oh you must be a jogger and i said oh if you only knew couch potato with remote control	The lady could see that I was a couch potato .	contradiction	en
Although legal services programs such as CCLS are an integral part of the process of delivering those services , the programs themselves are not the beneficiaries of the Act .	The beneficiaries of the Act are the programs such as CCLS .	contradiction	en
okay well they 're rebuilding right now yet i think it 's going to take them a couple more years before they can be a really good team	their teamwork is seamless	contradiction	en
Surely it 's not because he 's afraid he 'll run out of money ?	There isn 't a chance he will run out of money .	contradiction	en
One or another of them might have stuck , but each one inured the public to the next .	Nothing was hurt .	contradiction	en
And there was another Abraham Lincoln .	There was only one Abraham Lincoln .	contradiction	en
She had known nothing of the tragedy , until awakened by Mrs. Cavendish .	She heard the bang and knew what had happened .	contradiction	en
so i started taking computer science courses and uh that become my major course of study uh i finished a major in mathematics also i had a double major but uh computer science is what got me a job	I never finished college .	contradiction	en
An asset 's market value can change as a result of changes in tax treatment ; investors ' perceptions of risk ; taste ; or households ' expectations of future economic capacity arising from , for example , the introduction of new technology .	An asset has a market value that does not change .	contradiction	en
Their tough-minded pragmatism survives today not only in Tokyo but also in the dynamic industrial zone that has burgeoned around it in such towns as Kawasaki and Yokohama .	Tokyo has abandoned pragmatism in favor of idealism .	contradiction	en
