premise	hypothesis	output	language
Uka utax kunjamti nayrax utjkäna ukhamarjamaw askichata.	Uka utax jichhakamaw t 'unjataski ukatx janiw kunampis askichayaskiti.	contradiction	ayr
Uta lurañanakat sipansa, ukham lurañaw juk 'amp askixa.	Uta lurañaw taqi kunat sipan juk'amp kusisiyitu.	contradiction	ayr
Ukhamïpansa, reaccionario ukhamak sarnaqaskakispawa.	Mä chefïxaspa ukjax luraspawa.	contradiction	ayr
Janiw amukt 'ayañ munkti.	Jamasar imantañaw wakisi.	contradiction	ayr
Inas walïchispa uka pä guerreror yanapt 'añatakixa, jan walinakat jan llakisiñataki, jan ukasti, amuyunakap ch'amañcht'añataki, kunjamti jupanakax aka pachpan jakapki uk yatiñataki.	Slate-nkir soldadonakan aski luräwipax, travelgate-n wiñayatak sarxapxañapakiwa, ukatsti monjes satäpxarakpan.	contradiction	ayr
Ukampirusa, qullqichäwix juk'a juk'a aynacht 'aspawa, qullqichäwix juk'a juk'a jilxattaspawa, ukax wali ch 'amäspawa.	Paylläwimp irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat irnaqat	contradiction	ayr
Turismo uksanx yaqhip chiqanakanx jan walt 'awinakaw utji, ukatx manq 'añ utanakapax jayp 'u tuqir sarañ munirinakatakiw lurasiwayi, ukampirus aka markax jan kuna jan walinakanwa jikxatasi.	Turismo ukax aka markarux aynacht 'ayiwa.	contradiction	ayr
Jajjajjajjajjaja, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya.	Aruskipt 'asipkakïwa, ukampis janiw jank 'ak parlañ munkti.	contradiction	ayr
Benjamin Franklin sat chachaw uka utan jikxatasïna.	Benjamin Franklin tatax yaqha jach'a utan jakasïna.	contradiction	ayr
Ukampis Dallas markan janiw yatipktati khitinakas irpirinakäpki ukanaka.	Juk'anikiw jilïr irpirinakäpxi, ukat jupanakax jank'ak uñt'ayasipxaraki.	contradiction	ayr
Yaqhip pachax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jayllirinakax jaylli	Wes Craven-jam irpirinakas janiw Hollywood-an mayitanakapar jaysapkiti.	contradiction	ayr
"Travolta-x Bill Clinton-arjamaw uñt'ayasi, ukatx akham sasaw uñt'ayasi: ""Akax Bill Clinton-an chiqpach uñnaqt'awipawa, jupax mä suma k 'achachir jaqiwa."	Travolta-x Ken Starr-aruw uñt 'ayi.	contradiction	ayr
Grattan-ax católicos-anakar juchañchañatakiw walja kamachinaka utt 'ayi.	Leyes penales ukanakaxa tukjatäxänwa, ukampirusa grattan ukan ch 'amachasitap laykux janiw tukjatäkänti.	contradiction	ayr
Diario ukan qilqataparjamax, yaqha llätunk legisladores demócratas jupanakax Huang ukan qullqi katuqapkän jupanakax jupampiw aruskipapxana.	Uka revistax mä legislador demócrata ukakiw Huang ukan qullqi katuqatayna sasinw uñt 'ayi.	contradiction	ayr
2 waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waran	Tunka waranq waranq waranq dolaraw bicicletanak aljañatak gastasiwayi.	contradiction	ayr
Chiqpachapuniw tukuwayxi.	Jupaw tukxi.	contradiction	ayr
Nat King Cole uka jach 'a phunchhäwix khaysa pre-Revolución uksan lurasiwayi.	Nat King Cole-x khaya pacharakiw ukan thuqt 'asïna.	contradiction	ayr
Ukat nanakax mä p 'iqi waynanak khithanipxta jupanakan wawanakap sallqjañapataki, uka kamachisti jupanakarux pä tunka jakañanakaw t 'aqhisiyat jakasiñapatak katxaruyi.	Doppelganger-ajj janiw uñstkiti, ordenanzajj janiw phoqhaskiti.	contradiction	ayr
Uka Ulloa t 'aqhisitasti janiw yaqha markar sarirjamäkxänti.	Ulloa jaqejj walja maranakaw Colonia sat cheqan jakäna.	contradiction	ayr
127 sutinix mä ikiñan ikiskäna. Uka ikiñ utansti tantachasïwiw utjäna.	Kunapachatï tantachäwix qalltkäna ukhaw sofan ikiskäna.	contradiction	ayr
Machaq amtawinaka lurawinaka ukatxa amuyt 'awinaka aka markanxa chiqaparu sartayañatakixa aka markanxa chiqaparu sartayañatakiwa aka markanxa chiqaparu sartayañatakiwa aka markanxa chiqaparu sartayañatakiwa aka markanxa chiqaparu sartayañatakiwa	Uka wakichäwinakanxa janiw irnaqirinakana irnaqawipaxa mayjt 'kaspati.	contradiction	ayr
Anqaxankirinakax janiw kuna sawkasiñas utjkanti Giovanni Pisano jupan 19n uru saraqataru pulpito sat esculturas marmora luratapatxa (ch'iqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqaxankiri anqa	Nayrïr pulpitox siglo XVIII ukch'a maran luratänwa, amsta tuqinkir pasillo uksankiwa.	contradiction	ayr
Jïsa, ukax wali askiwa. Awk taykanakan amuyañapaw wali askiwa. Wawanakax televisionan jan walinak yatiqapxi.	Televisión uñch 'ukiñax jan waliruw puriyi.	contradiction	ayr
Janipuniw kunapachas yatichirir uñjirikti, jan ukax juk'amp yanapt'aw jikxatañ munapxi.	Walja masinakajaxa yatichirinakapan yanapt 'apampiwa jikxatasipxi.	contradiction	ayr
Jan ukasti, jan suma wakicht'atäpki, jan suma wakicht'atäpki ukanakarukiw ch'amañcht'apxi. Jupanakax janiw p'iqt'irïpkiti, janirakiw suma wakicht'atäpkiti.	Jilïr kankañanïpxiwa, apnaqañatakis suma wakicht 'atäpxiwa.	contradiction	ayr
Ukatxa, atmósfera ukax oxígeno ukat nitrógeno ukanakawa, ukatxa ionosfera ukatxa capa de ozono ukanakawa.	Atmosferax heliot luratakiwa.	contradiction	ayr
Ch'iqa tuqirux kupi tuqiruw k'uchantapxañama, palazzo siglo XIX ukaru, kawkirutix autoridades turísticas locales ukanakax Julieta ukan utapat uñt 'ayapxätam (casa di giulietta cappelletti), balcón ukamp phuqhantata.	"Palacio satäkis ukar mantasinxa, ch'iqa tuqirux "" Cappello "" sat thakhinjam sarañamawa."	contradiction	ayr
Jiwasanakasti t 'aqa t 'aqa jaqinakawa.	Jumanakax jurado jach 'a tantachasïwinkirïpxtawa.	contradiction	ayr
India-China qurpanak jark'aqañataki ukhamarak unxtasïwinaka Raja-n autocrático apnaqäwipat tukjañataki, Sikkim markax India-mp mayacht'asiwayi 1975 maranxa.	India Sikkim Uraqix 1988 maranw India markampix mayacht'asiwayi.	contradiction	ayr
Ukakipkarakiw, ISC ukax mä jach'a uñakipañ qalltawayi ISC ukan kamachinakapata.	Jichhürunakan utjki uka kamachinakax walikïskiwa, ukatx janiw mayamp uñakipañak wakiskiti.	contradiction	ayr
Ukax janiw kunatakis askïkiti.	Walja jaqinakaw ch 'amañcht 'asipxäna.	contradiction	ayr
Jakawinakan jan walt'ayir amuyunakas utjkipansa, janiw askïkiti vacacionanakamar Las Vegas uksar sarasin mä juk'a blackjack jan ukax dado anatt'añaxa, juk 'ampis kunawsatix anatt'añax inak utjki ukjaxa.	Jakʼachasiñatakejj chʼamachasiñaw wakisi.	contradiction	ayr
Ukanxa, Saint-Michel yatiqir wawanakax liwrunak alasipxi, ukatsti payïr imperio pachan utjir panqaranak jak 'an qhiparapxi.	Saint-Michel uksanx janiw ullañ qillqatanak aljañax utjkiti, ukatw yatiqirinakax jan sarapkiti.	contradiction	ayr
Jupanakatix jan utjiri hidrógeno-amoníaco sat planetanakjam ukch'akch 'äpkchïn ukasa, juk'a densidad ukch'akch 'äpkchïn ukasa, uraq laq 'un ch 'amapasti juk'a juk'at juk'at juk'a unxtawayxänwa.	Janiw kuna gravedad uka patxan utjkänti.	contradiction	ayr
Ukat nayax lup'ïyätwa, jumatix jakstaxa, khä aynach inti jalanta markanxa, janiw kuna jan wali luräwsa uñjkätati, jan ukasti lunthatasiñat sipansa.	Nayax amuyayätwa khaysa Medio Oeste uksa tuqin juk 'amp jan wali yanqhachawinakax utjatapaxa jan khitinsa jan walt'ayañapatakixa.	contradiction	ayr
Janiw ukakïkiti. Mä juk'a t 'aqhisiñakiw utji, jakañanakapan jan walinakar saykatañataki.	Uka arunakax janiw jank 'akïkiti.	contradiction	ayr
Jumax yattawa, janiw kunas nayar jark 'kituti.	Ukax nayatakix wali llakkañawa.	contradiction	ayr
Pulmonas pulmón satäkis ukan p'usuntawipax infección respiratoria satäkis ukan jan walt'ayatapata	Pulmonanakana lepra usu utjkchi ukaxa, janiw usutanakarux juk'amp usuntaykiti.	contradiction	ayr
Yatiyäw yatiyirinakax wal aruskipapxiw kunalaykutix Bush irpirin droga apnaqäwipax yatxatatañapa.	Janiw khiti medios de comunicación uksankirinakas Bush narcotráfico uka tuqitx yäqapkiti.	contradiction	ayr
Ch'iqäx punkunx mikoshi-Gura, mä imañ utaw utji, uka punkunx semi festival templon (mayo phaxsit 18 uru saraqataru, octubre phaxsit 17 uru saraqataru) saräwinakaw utji.	Uka phunchhäwix mä kutiw sapa patak maran lurasi.	contradiction	ayr
Qillqatanak ullart 'ir sarañkamasti, qillqatanak ullart 'ir sarañamawa, jan ukax, kuna arunaksa ullart 'ir sarañamarakiwa.	¿Janit qullqi imañ utanakax irnaqki?	contradiction	ayr
Museo de la Página nayräxankir jach'a uma phuch 'unxa (aka juk'amp uñxatt'apxam), mastodontenak jak'a jach'a uñtasitanakapaw tarimpi uñacht'ayataxa.	Museo de la Página ukanx qillqirinakat aski uñt 'atanakaw utji.	contradiction	ayr
Marini quta thiyanakar sarasinx estalactitas de la grotta di smeraldo ukat Grotta Esmeralda ukaruw sarapxasma, kawkhanti umax esmeralda ukjam k 'ajkiriwa kunjamti grotta azul de capri ukan umax azul ukjamarakiwa, ukatx waljaniw juk 'amp sumaw sapxi.	Caprin umapax wali q'illuwa, ukampis janiw Esmeralda qullunkirjamax wali sumäkiti.	contradiction	ayr
""" Chiqak arsusktxa "" sasaw Poirot chachax säna."	Jesusasti juparuw jiskt 'äna: - ¿ K 'uchiristti? - sasa.	contradiction	ayr
Ukasti 1948 marakamaw ukham lurasïna, ukürunakasti taqi jach 'a yatxatatanakax ukxat yatiyasipkäna: Thomas E. Dewey uka republicanox Harry S. Truman uka demócrata jaqiruw atipjäna.	Harry S. Truman jupax mä republican jilïr irpiriwa.	contradiction	ayr
Jïsa, jank 'akiw jutapxi.	Walja maranakaw ukankapxi.	contradiction	ayr
Warmisti jupat larusïna.	Wali llaktʼatapunïnwa.	contradiction	ayr
Jani juk 'a pacha irnaqt 'añ munkti, ukampirus lurt 'askakiristwa, akax nayan qhipa jamuqaxaspawa República Popular de China irpirjama.	Janiw uk lurkiristti.	contradiction	ayr
"Ukasti wali askiwa. Ukampisa aka yatiyäwinx siwa: ""Jaqinakax maynit maynikamaw aljasipxi "" sasa."	Jaqinakax janiw aljasiñ yatipkänti, janirakiw alakip lurañatakis ch 'amanïpkänti.	contradiction	ayr
1987 maran lurasiwayki uka dibujosanakax wali suma lurt'atapxiwa, ukampirus decoratividadapax mayakakiwa.	""" 1987 "" maran waraqatanakax wali jisk 'achkañawa, ukampirus mayja uñnaqt 'anikiwa."	contradiction	ayr
Ukampix sañ munta, mä mara nayraqatar sartañ wakichsta ukjax paqallq patak qullqis imantasma, tunka pusin waranqa qullqis wawanakamar yatichañatakix imantasma.	Wawaxax janiw universidadar sarkaspati jan qullqinïtap layku.	contradiction	ayr
Aruskipawinaka, amtanaka, yaqha qillqatanaka	Jisk 'a t 'aqanaka, jan ukax jan kuna qillqatanaka.	contradiction	ayr
Jupaxa machaqa Rolls-Royce-ankiwa siwa tuppence-xa wali jach 'a jach 'a tukuñampi.	Tuppence jilatajj janiw kunat pʼenkasirïkänsa, janirakiw kuna jan walinakansa uñjaskänti.	contradiction	ayr
Chiqpachansa jan waliruw puriyapxitu.	Akax mä suma amuyünwa.	contradiction	ayr
Ukanak ist 'asasti, nina jiwq'iw nasapar ch'allxtayäna.	Kunjämatix ninax nakhantkix ukhama.	contradiction	ayr
Phisqha proyectos presupuestarios jilt'añanak 2000n maranx jark'aqañatakiw amtatayna kunalaykutix republicanonakax jan walt'awinak utjañapatakix juk'a qullqinak churañ amtapxi.	Suxta jan ukax kimsaqallqu facturanakaw jilt 'xi.	contradiction	ayr
Aka yatxatäwix particularidades comparativas ukat generalizabilidad ukankiwa.	Aka yatxatäwix janiw generalizabilidad ukatakikiti.	contradiction	ayr
U.S. EPA, Oficina de Aire y Radiación ukatx Oficina de Políticas ukanaka.	U.P.A. ukanx janiw kuna política oficialapas utjkiti.	contradiction	ayr
(David Hallucinar's of a Generic Man of the Year ukax género ukar jisk 'achiwa.)	David Hallucinar's of a Generic Man of the Year ukax wali askiw uka kasta lurawinakanxa.	contradiction	ayr
Chhijlläw pachanxa (diciembre taypi sata achuqa phaxsita abril taypi sata phaxsikama) taripäwinakax juk'amp jilxatawayi.	Taripanakax sapa kutiw jallu qallta phaxsit achuqa phaxsikamax aynacht'i.	contradiction	ayr
1869 maranxa, Okohama markax mä jach 'a Puerto Internacional ukjam utt 'ayatänwa, ukjamatwa mä jach 'a comunidad internacionalax jank 'akiw uksar aksar jilxattäna.	Janiw mä zonax utjkiti comunidad internacional ukatak aka puerto jak 'anxa.	contradiction	ayr
Uka pachparakiw aka uraqinx matsugaoka bunko, mä yatxatir qillqata utjaraki D.t.	Matsugaoka bunko ukax mä museo de historia natural ukatawa, D.t.	contradiction	ayr
Ukakipkarakiw suma amtanakaw utjaraki, suma wakichata taqi kunansa chiqaparu sarnaqañataki.	Mä suma programa de servicios legales satäk uk lurañatakixa, janiw jach 'a jach 'a tukur tukur tukupxañamäkiti.	contradiction	ayr
Sarah Cleveland jichhaxa yatichawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi yati	Sarah Cleveland kullakax Montana jach'a yatiqañ utan kamachinakat yatichiripawa.	contradiction	ayr
Eclipse... jupax walja generaciones de equinos ukanakan wila masipat utt'asiwayi.	Drew tatax janiw kuna wila masis utjatapsa yatkänti, janirakiw walja wawanakanïtapsa yatkänti.	contradiction	ayr
Triunvirado sat jach'a atipt'asïwi taypinxa, uka jach'a atipt'asïwix mä jach'a ch'axwañaruw puriyäna mä patak mara ch'axwañ tukuyasina. Tokugawa sat jach'a jilïrix wali llamp'u chuymanïnwa, wali amuyt 'aniraki, wali sallqjirirakïnwa.	Markan ch'axwawipanxa, tokugawa-nakax janiw atipjapkataynati.	contradiction	ayr
Ukax mä suma quta thiyankir markawa, Martinica uksan nayrïr utt'ayasïwi, ukatx 1902 maranx wali qamirïtayna, ukatx culturales ukat qullqichäwipanx, Paris de las Indias Occidentales sutimpiw uñt 'ayatäna.	"Martinica markarux "" Londres de las Indias "" sasaw sutichapxäna."	contradiction	ayr
Ukatxa, aka yänakax wali jach'aw sayt'ayatañapa, ukhamat jan khitis apankaniñapataki.	Janiw kuna amuyunakas ch 'uxña alinak uchasiñatakix wakiskiti.	contradiction	ayr
Kunatix askïki uk lurañama kunatix jan walïki uk lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarakiy jumax kunti lurañamäki uksa lurañama ukhamarus jum	Mä qawqha minutonakanikiw uka maquinanak jikxatsnaxa.	contradiction	ayr
Jisk'a chuymaninakamp wayna tawaqunakamppachaw chikancht'asipxi, España markanx musicanakamp thuqt'awinakampix juk'amp jilxattawayi.	Walja jaqinakax janiw juk'amp español thuqt'asisa, thuqt'asisax munasipkxiti. Jiwayaskiwa.	contradiction	ayr
Ukatxa, sorbente, ukatxa humidificador ukatakix umax juk 'amp jilpachax precalentador de aire ukjamarak precipitador electrostático uksan apsutawayi, kawkhantix temperatura de gas ukax 280-300 EF ukjanakarakiwa.	Uka gason junt 'utapax janiw 100 grados F uksarux mantkiti.	contradiction	ayr
Inas ukxat parlirista, uksti janiw amuykti.	Ukawjan qhiparaskakïwa.	contradiction	ayr
"""Jan ukhamäkani ukasti, nayax askiruw tukuyäma jupampi sumat uñt'ayasiñamataki""."	Ch 'axwañax jan ch 'amäkaspa ukhamawa, antutatäskpasa jan ukax ñach 'antatäskpasa.	contradiction	ayr
Qullqi katuqañatakix qullqi churañaw wakisispa.	Qullqi mayt 'atäki ukax uta lurawinakatakikiwa.	contradiction	ayr
Jaqisti mä jach 'a ch 'axwäwi luräna, uka ch 'axwäwiw juparux wal usuchjäna, mä juk 'a ch 'akhanaksa jiwt 'ayxänwa, ukampis jan walt 'añar atipjasinxa, k 'umphimpiw purakapat chhuqhuntäna.	Jaqisti Thorn sat chacharuw chhaqtayäna.	contradiction	ayr
Walja refugiados ukanakax Rajasthan-an Chetri casta guerrera-nkir jach'a jaqinakänwa; Nepal-an machaq feudal estado-nak utt'ayasaxa, jupanakax budismo-ruw hinduismo-ruw ch 'amanchapxi.	Walja pisin jakasirinakax Rajasthan markankir yapuchirinakänwa.	contradiction	ayr
Janiw mä atipt 'äwix utjkiti.	Ukax atipt 'asiñawa.	contradiction	ayr
Janiw ist 'irïkti.	Jïsa, istʼtwa.	contradiction	ayr
FGD uksa turkakipawinakax uma manqhankiwa, ukjamaraki qhipäxankiwa, ukatx janiw calderar jan walt 'aykiti.	Janiw kuna umañanakas aka pirwan utjkaspati.	contradiction	ayr
George Stephanopoulos, Newsweek ukan qilqt 'i, kunjams mä jilïr irpirix chiqpach amtanak utt 'ayaspa, janiw Clinton-jamakikïskañapakiti.	George Stephanopoulos-ax amuyänwa gore-x Clinton-jamakispawa jan kuna jan walt 'awinakas utjkaspa ukhama.	contradiction	ayr
Ukampis manq 'añatakis utjarakiwa.	Janiw ch 'amakt 'añatakïkiti.	contradiction	ayr
Mä suma amuytʼan tawaqow utaj jistʼaräna.	Warmisti janiw punku jist 'arkiti.	contradiction	ayr
Tunka suxtani maran wawanakax mä urux auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa auto apnaqapxaspawa	Jilïr wayn tawaqunakax aka markan wali suma k 'uchikiw auto apnaqapxi.	contradiction	ayr
"""Akat uñch'ukiskäna, ukat p'iqip ch'uqt'äna, ukat k'umaräxäna"" sasa."	Jupax janiw kuns uñjkiti.	contradiction	ayr
Ukat nayax ch'amañcht'asiskakïwa, ukampis mä kun jikxatañaruw uchasï.	Mä kunawja alasiri saraskta.	contradiction	ayr
Nayrïr pirqa luririnakan utapa, Rue Haute uksa chiqana, uksa chiqanak uñakipañatak wali askiwa.	Nayra utax janiw kunatakis askïkiti.	contradiction	ayr
T 'aqhisiyataw jan akch 'a pachan jumar uñstayatamatxa.	Janis jupanakar uñjkchïyäta ukasa, kusisitätwa.	contradiction	ayr
Ukampis Clifton jiwatapat jan llakisimti.	Clift jupatakix sinti llakisiñamawa.	contradiction	ayr
Alexander-arjamax, irnaqirinakan arxatiripax uka jan walt'awin atipt'awayi, ukatx warmix janiw jan walt'awinak layku qullqi churañapäkänti, jan ukax arxatirin qullqipas janiw churañapäkänti.	Irnaqirinakat arxataski uka abogadax, ch 'uxña juyranak apnaqir warmin qullqip apthapi.	contradiction	ayr
Sarxañäni.	Utaru mantañamawa.	contradiction	ayr
Mä qawqha pachanak suyt'apxañäni, Inglethorp tatax puriniñapkama.	Mr. Inglethorp ukan puriniñap suykasaw saraksna.	contradiction	ayr
Yaqha arunxa, nayrar sartir democracia uksan juicio político ukar sarantayañatak chhijllataxa, wali uñt'at historiador ukhamarak constitucionalista Mary Bono satänwa.	Mä sapa jaqiw ch 'uxña jaqüwirux saykatäna: Mary Bono.	contradiction	ayr
Ukax wali askipuniwa sasinaw qhanancht 'awiyi.	Ukasti janiw kunatakis askïkiti.	contradiction	ayr
Jupasti wali amuyumpiw uka ch'amak manqhan sarnaqäna.	Qhanankir utanxa, jupax uka panqaranak t 'unjäna.	contradiction	ayr
"Mark Stevens, Nueva York markankirixa, akham siwa: ""Jupanakan amuyupax wali k 'ajkirïnwa, mä jisk 'a janq 'u imill wawanakan imill wawanakapan imill wawanakapan imill wawanakapänwa""."	K 'allk 'u imill wawanakax chiqakïpxiwa.	contradiction	ayr
Informática ukan jan walt'awinak uñakipañataki.	Chiqpachansa, computadoranakas janiw nayrjam sumäkxiti.	contradiction	ayr
Sañäni, nayrax Financial Accounting Standards Board (FASB) ukanakaw GAAP (Generally Accepted Accounting Principles) sasin uñtʼatäna, jichhaxa Auditing Standards Board (ASB) ukanakaw GAAP (Generally Accepted Auditing Standards) sasin uñtʼataraki.	Isturyanaka Aka tuqita Financial Accounting Standards Board	contradiction	ayr
