premise	hypothesis	output	language
Grattan omoañete heta léi penal oñemoîva católico-kuéra cóntrape.	Umi léi penal ipahápe oñemboguevi, pero ndaha 'éi grattan ñeha 'ã rupive.	contradiction	grn
Según diario, ambue nueve legislador demócrata ohupytýva contribución huang oñomongeta hendive ko'ã período.	Ko revista he 'i peteî legislador democrático ohupytýva contribución huang.	contradiction	grn
2 millones oiporúva umi servicio de transporte de emergencia oikéva estudio-pe, 11 dólar.	Oiporu 10 millones servicio de bicicletas emergencia-pe.	contradiction	grn
Añetehápe oiko ichugui.	Oiko chugui.	contradiction	grn
Ko'ãichagua nat king cole oñemotenonde ko'ápe época pre-Revolución.	Nat King Cole ombopu upépe revolución jave.	contradiction	grn
Ore romondo peteî doble ombotavy haĝua umi ta'ýrape, ha pe ordenanza oñemosê esclavitud-pe pirámide apohára poguýpe 20 tekove pukukue pukukue.	Doppelganger ndojeguerahaukái gueteri, ordenanza ojehusgáva gueteri.	contradiction	grn
Ulloa ojepersegíva ndikatúi ojagarra ha oho isarambípe.	Ulloa opyta colonia-pe heta ary pukukue.	contradiction	grn
127 oñeno peteî sofápe upe koty oñembyatyhaguépe hikuái.	Haʼe oĩ kuri pe divánape oñepyrũrõ guare pe rreunión.	contradiction	grn
Umi innovación umi asignación ha enfoque de personal ogueru actividad planificación estatal oñemopyendáva tetã pukukue ha apoyo umi programa omomba 'éva fortalecimiento de calidad umi organización individual ha estructura de prestación de servicios jurídicos estatal.	Programa calidad ndikatúi oñembyai personal asignación rehe.	contradiction	grn
Oikévo, ndaipóri motivo local Giovanni Pisano ohechauka haguã falso modestia orekóva escultórico púlpito de mármol siglo XIX (corredor izquierdo), sin duda obra maestra de la catedral.	Pulpito de mármol siglo XVIII oîva pasillo akatúa gotyo catedral-pe.	contradiction	grn
Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Oimeraẽ mitã oma'ẽva ta'angambyrýpe oiko chugui pochy.	contradiction	grn
Ahendu mombe'u vai che angirûnguérape araka'eve ndohecháiva imbo'eharakuéra araka'eve ndohupytýiva pytyvõ extra	Heta che angirûnguéra akóinte oguereko pytyvô mbo 'eharakuéragui.	contradiction	grn
Ha'ekuéra omohu'ã omomýiva alineación ha oñeha'ã omohendávo umi jugador ndohupytýiva ko'ã papel ha ndorekóiva liderazgo ndorekóiva habilidades omyakã haguã equipo	Oguereko liderazgo iporãva ha umi habilidad oñeikotevêva omyakã haguã peteî equipo.	contradiction	grn
Aimo 'ã atmósfera ha 'e oxígeno ha nitrógeno, hetave hendáicha; upéi oĩ ionosfera ha capa de ozono.	Upe atmósfera ha 'e helio-gui ojejapóva.	contradiction	grn
Ejere akatúa gotyo amo ipahápe ka'irãime palazzo siglo XIX-pe g̃uarã, ko'ã autoridad turística local he'íva ha'ehague Julieta róga (casa di giulietta cappelletti), orekóva balcón.	El Palazzo ikatu ojehupyty ha ojere izquierda gotyo vía capello-pe.	contradiction	grn
Ñande ha 'e upe jurado michîvéva.	Nde ha 'e pe hués tuichavéva.	contradiction	grn
Oñangarekóvo India frontera China ndive ha omohu'ãvo apañuãi gobierno autocrático raja rehe, región Sikkim oñembojoaju Unión India-pe 1975 arýpe.	Región Sikkim India-pe oñembojoaju India-pe ary 1988-pe.	contradiction	grn
Péicha, ISC oñepyrû omotenonde peteî revisión exhaustiva umi reglamento ISC-pegua.	Ko'ã reglamento oîva oî porâ ha noikotevêi ojejapo peteî revisión.	contradiction	grn
Aníke nderesarái. Pe chofer itujavéva ndoguerekói interés.	Heta tapicha oñeinteresa.	contradiction	grn
Jepénte umi aspecto potencialmente intimidante umi juego en vivo, ndorekói sentido ohasávo vacaciones Las Vegas-pe ha ndojoguáiva por lo menos unas cuantas manos de blackjack o dados, especialmente oî jave clase de juego gratuito oñekuave 'êva opárupi.	Pe juego en vivo ndahasýi reñeha 'ãramo.	contradiction	grn
Ko'ápe umi temimbo'e Saint-Michel-gua ojogua aranduka ha papelería, ha opyta hikuái fuente adornada segundo imperio-gua jerére.	Ndaipóri aranduka ojevendeséva Saint-Michel-pe, upévare umi temimbo 'e ndohói upépe.	contradiction	grn
Jepénte ndorekói tamaño umi planeta de hidrógeno-amoniaco inhabitable ha densidad sa 'i ojapóva gravedad superficial ha 'éva normal, fuerzas gravitacionales ho 'áva pero mbeguekatúpe distancia ndive.	Ndaipóri gravedad superficie-pe.	contradiction	grn
Ha akóinte apensava'ekue ndereikuaaiha okakuaahague Medio Oeste-pe nderehechaihague mba'eveichagua delito añetehápe ivaivéva ñemondagui	Aimo 'ã heñóivo Medio Oeste-pe rehecha hetave delito atroz ndaipórigui mba 'eve ojejapóva oñeñangarekóvo tavayguakuéra apañuãigui.	contradiction	grn
Ndaha'éi seguro. He'iséva mbeguekatúpe oñembyasyha ome'êvo chupekuéra peteî cadena perpetua ikatu haguâicha opyta hikuái peteî tiempo pukukue.	Iporâiteva 'erâ umi ñe 'êndy ndaha 'éi tapiaite ipukúva.	contradiction	grn
Nde reikuaa porã chéve ndaipochyreíriha.	Upéva chemoñeñandu vaieterei.	contradiction	grn
Pulmón-kuéra pulmón-kuéra inflamación-kuéra susceptibilidad infección respiratoria-kuérape	Inflamación ipyahúva pulmón-pe ndojokói susceptibilidad infección oúvape	contradiction	grn
Ko'ã medio de comunicación oñomongeta ko'ã mba'e rehe Bush historia de la droga ojeporekava'erã.	Avave medio de comunicación-gua nomomba 'éi Bush káso droga reheguáva.	contradiction	grn
Okê ryepýpe oĩva izquierda gotyo oĩ mikoshi-Gura, peteî almacén umi santuario portátil ome'êva gracia umi procesión semi festival templo-pe (18 jasypo ha 17 jasypa).	Umi procesión festival toshugu-pe oiko peteî jey siglo-pe.	contradiction	grn
Nde editor-pe, rejapo ñe'êporâhaipyre jehaipyre térâ oimeraêichagua ñe'êryru rembiapo	Tesauros ndojapói?	contradiction	grn
Ykua guasu oîva museo de la página renondépe (ojehecháva ko'ápe), ojehechauka alquitrán-pe mastodonte ra'anga tuicháva.	Museo de la Página oguereko haihára herakuãva rembiapokue añónte.	contradiction	grn
Ejapo peteî viaje Conca dei Marini ypýpe oguahëvo umi estalactita grotta di smeraldo térã grotta esmeralda, ko 'ápe umi y henyhêva verde esmeralda umi grotta azul de capri henyhêva azul, heta ogueroviáva iporãveha.	Aguas de capri hovy, pero ndaha 'éi iporãva ko grotta esmeralda-icha.	contradiction	grn
Che niko añete hína, ajépa? oporandu Poirot.	Ajejavy, ajépa? oporandu Jesús.	contradiction	grn
Ko técnica ojeporuva 'ekue 1948 peve, umi encuesta nacional oñemopyendáva ko técnica rehe opavave he 'i republicano Thomas E. Dewey ipu 'akaha demócrata Harry S. Truman rehe!	Harry S. Truman ha 'eva 'ekue peteĩ presidente republicano.	contradiction	grn
Ha 'ekuéra ipya 'eterei.	Ohasa heta tiémpo ou hag̃ua.	contradiction	grn
Haʼe opukavy hese.	Haʼe tuichaiterei oñemondýi.	contradiction	grn
Añeha 'ãta aníve ambohasa heta tiempo, pero ikatu ajapo ko 'ã mba 'e ikatúgui kóva ha 'e che última toma presidente de la República Popular China ramo.	Ndaikatúi ajapo kóva.	contradiction	grn
Ehecha, aimo'ã upéva tuichaiterei mba'e ha katu he'i avei ko mombe'urã um news-pe umi tapicha ikatuha ovende ojupe	Oje'e umi tapicha ndikatuiha oñemu ha oñevende ojuehe.	contradiction	grn
Ko'ã pintura 1987 orekóva instalaciones encantadoras, pero decorativeness ha'éva repetitivo.	Ko 'ã ta'angamýi 1987 pegua ivaieterei, hákatu ijojaha 'ỹva.	contradiction	grn
He'iséva omotenondévo peteî ary tenonde gotyo ikatu ojesalva 700 dólar, reikuaa mil cuatrocientos dólar omondo haĝua nde ra'y mbo'ehaópe, reikuaa	Nde ra 'y ndaikatúi oho mbo 'ehaópe nderejuhúigui mba 'éichapa repagáta chupe.	contradiction	grn
Documento de decisión, memorándum, térã ambue registro	Papel de indecisión, memoria, térã ndorekóiva registro.	contradiction	grn
"""Ha'e oreko peteî carro Rolls-Royce pyahu"", he'i tuppence orgullo indirecto reheve."	Tuppence otĩ va 'ekue he 'ívo orekoha peteĩ ykua tuja oñembyaíva.	contradiction	grn
Péva ha 'e peteî mba 'e ipohyietereíva.	Kóva ha 'e peteî concepto iporâva.	contradiction	grn
Pe metal hendy hyakuã asýva omyenyhẽ iñakãngue.	Oñeñandu yvyramáta hendy ryakuã.	contradiction	grn
Ome 'ê amenaza ovetáva cinco proyecto de presupuesto opytáva presupuesto 2000 orekóva recorte propuesto republicano-kuéra programa social-pe.	Oguereko poteîpa poapy factura de crédito hembýva.	contradiction	grn
Estudio de caso particularidades comparativas ha generalizability rehegua.	Ko estudio de caso noñe'êi generalizabilidad rehe.	contradiction	grn
US EPA, oficina aire ha radiación ha oficina política-pe guarã.	EPA ndorekói peteî oficina política.	contradiction	grn
(David Hallucinar's de un hombre genérico del año omboguejy género.)	David Hallucinar's de un hombre genérico del año ha 'e tembiapo iporãvéva ko género-pe.	contradiction	grn
Araro'y jave (mediados de diciembre a mediados de abril) umi tarifa ijyvateve.	Tarifas oguejy ohóvo jasypakõi guive jasyrundy peve.	contradiction	grn
Ary 1869 ha okohama oiko chugui Puerto Internacional, ha comunidad internacional okakuaáva pya 'e ojeipyso confinamiento yvate gotyo ojekuaáva ko 'ágã peve faro.	Ndaipóri zona específica comunidad internacional-pe g̃uarã puerto jerére.	contradiction	grn
Avei ko'ã tendáre oime matsugaoka bunko, peteî biblioteca de investigación omopyendáva D.t.	Matsugaoka bunko ha'e peteĩ museo de historia natural omomba'eguasúva D.t.	contradiction	grn
He 'iséva avei oîha objetivo ambicioso perfección omohendáva peteî programa de servicios jurídicos de alta calidad.	Toñemoheñói peteî programa de servicios legales de alta calidad, reheja va 'erã umi objetivo ambicioso perfección reheguáva.	contradiction	grn
Ko'ágã Sarah Cleveland ha'e mbo'ehára pytyvõhára mbo'esyry mbo'ehaovusu de derecho Universidad de Texas-pe ha omotenonde investigación umi asunto exterior ha Constitución, derecho internacional público, derecho humano internacional ha procedimiento civil federal.	Sarah Cleveland ha'e mbo'ehára pytyvõhára mbo'ehao de derecho Universidad de Montana-pe.	contradiction	grn
Eclipse... Drew omopyenda linaje heta generación equina.	Drew ndohechakuaái pe genealogía ha ndohechakuaái umi generación.	contradiction	grn
Triunvirato iñarandúva ha ndorekóiva py 'apy osëva ijyvateveha gotyo siglo de guerra civil tetãme, tokugawa ha 'e va 'ekue sin duda pe ipasiénsiavéva, iñarandúva ha oporombotavyvéva.	Oñemohu'ãvo guerra civil tetãme, tokugawa ndikatúi ipu'aka.	contradiction	grn
Kóva ha 'eva 'ekue tavaguasu y rembe 'ýpe, ha 'eva 'ekue colonia francesa Martinica-pe, ha, 1902 ñepyrûme, itenonde cultural ha económicamente oñembohérava París de las Indias Occidentales.	Martinica oñembohéra va 'ekue India-kuéra Londres.	contradiction	grn
Upévare amoîva'erã ko'ã mba'e yvate ikatu'ÿre oguahê chupekuéra, ko'ýte ka'avo	Natekotevêi ajapo mba 'evéichagua precaución ñamoî haguâ la hierba.	contradiction	grn
He'iséva diagnóstico mba'épa oĩ vai pe máquina ha reikuaa mba'épa ojapo umi mba'e oñekotevẽva oñepyrû jey ha umi mba'e ha oñemongeta umi técnico toolroom avei nde ha'e nde jeheguirei jefe en cuanto a la maquinaria ohóva ha um ko'ã mba'e ha'e peteĩ experiencia de dos a tres años ikatútava añetehápe um he'i che venganza	Pe máquina ikatu ojejuhu sapy 'aitépe.	contradiction	grn
Mitã ha kakuaáva oike, he 'ívo oîha interés oikovéva patrimonio España-gua jeroky ha purahéi tradicional.	Ndahetái tapicha ojepy 'apýva jeroky ha purahéi España-gua rehe, upévare omanomba ohóvo.	contradiction	grn
Upévare, inyección de sorbente, ha posiblemente y humidificación-pe g̃uarã, ojejapo jepive precalentador de aire rire ha aguas arriba del precipitador electrostático, ko 'ápe temperatura del gas jepive oime 280-300 EF ryepýpe.	Ko gas temperatura araka 'eve ndohasái 100 grados f.	contradiction	grn
Ñandejára, oiméne añeñandu vai hína.	Aimo 'ã añangarekóta hese.	contradiction	grn
"""Ha'e, térâ ambohasa ha'e oikuaa porâ haĝua ndehegui""."	Pe ñorairõ ndahasymo 'ãi, ojepe 'áramo térã ojejokua ramo.	contradiction	grn
Ko recibo oñeme 'ê fondo fiduciario mantenimiento del puerto-pe guarã.	Ko recibo oñeme 'êva servicio de construcción-pe guarã.	contradiction	grn
Kuimba 'e oityvyro ipyti 'a ñorairõhápe, okañy chugui hakãnguemi, hákatu oityvyro, ombojoajúvo ipyti 'a ha'eñoháme.	Pe kuimba 'e operdékuri Thorn-pe ijatukupépe.	contradiction	grn
Heta umi refugiado ha'eva'ekue noble casta guerrera chetri Rajasthan-gua; omoheñóivo estado feudal Nepal-pe, ha'ekuéra omombarete hinduismo ohasávo budismo rehe.	Heta umi inmigrante ipirapirehetáva ha'e va'ekue chokokue Rajasthan-gua.	contradiction	grn
Kóva ndaha 'éi peteî concurso.	Ha 'e peteî competencia.	contradiction	grn
Ndaikuaái mba 'épa he 'ise.	Oh, si, ahendu opa mba 'e.	contradiction	grn
Ko'ã remodelación fgd oñemohendáva aguas abajo-pe, jepiguáicha pe instalación tapykuépe, ha ndaha'éi intrusivo caldera-pe.	Ko instalación ndojokupytýi ni peteî forma de agua ndive.	contradiction	grn
Newsweek-pe, George Stephanopoulos omombe'u mba'e mba'épa he'ise peteî presidente de al gore (1) omyesakâva'erâ peteî agenda hesakâva, ndaha'éi Clinton ha'e'ÿre equipaje personal.	George Stephanopoulos oimo'ã gore ha'eva'erãha clinton-icha pero ndorekóiva problema personal orekóva clinton.	contradiction	grn
Péro ikatu reʼu upépe.	Ndaiporimoʼãi ñahetũ hag̃ua.	contradiction	grn
Peteĩ kuñataĩ iñakã porãva oipeʼa pe okẽ.	Kuñakarai ndoipe'ái okê.	contradiction	grn
Mitârusukuéra 16 ary orekóva ikatu omomýi hekopete peteî ára oñemotenondéva oficina de vehículos motorizados-pe, ha upéi ombotapykue pya'eterei ambue ára oúvape.	Mitãrusu ha mitãkuña niko umi mba 'yrumýi oñangarekovéva tetãme.	contradiction	grn
"""Ha'ete ohechava'ekue peteî mba'e ko'ápe, ha'e he'iva'ekue chendive ha'eha peteï mba'e ombotyryrýva chupe""."	Ndohechái mba 'eve.	contradiction	grn
Ha ha'éta añónte pe aguantáva pero añetehápe ahekáta mba'e uh en la nde reikuaa porã actuación nde reikuaa si	Aháta ajogua peteî mba 'e ko 'âgaite.	contradiction	grn
Ko barrio de los constructores tuja, rue haute pukukue, iporã jajesareko.	Umi barrio tuja ndovaléi ojehecha.	contradiction	grn
Chembopyʼarory ndaikatuigui reime koʼápe remombeʼu hag̃ua.	Avyʼaiterei ningo neñeʼẽrendu haguére chupekuéra.	contradiction	grn
Péro ani reñembyasy Clift rehe.	Oiméne reñembyasy Clift rehe.	contradiction	grn
He 'iháicha Alexander, abogado de los empleos ogana ko káso ha kuñakarai ndorekóiva 'erã pago umi cañerías defectuosas rehe, ni ndorekóiva 'erã pago de abogados rehe.	Abogado de los empleos ombyaty umi honorario kuñakarai orekóva mal cañerías.	contradiction	grn
Jajehekýiva 'erã.	Reike vaerã	contradiction	grn
Ñambopukuva 'erã ñande procedimiento mbovymi minuto oguahë meve karai Inglethorp.	Ikatu ñaguahê ñaha 'ârô karai Inglethorp oguahê meve.	contradiction	grn
Térã he 'ívo ambue hendáicha, voto omoneîva juicio político ñane democracia avanzada-pe ha 'eva 'ekue destacado historiador ha erudito constitucional mary bono.	Peteî tapicha ombotovéva impeachment ha 'eva 'ekue mary bono.	contradiction	grn
Ko 'ã mba 'e ha 'e peteî beneficio considerable en términos de supervivencia oipysóva, he 'i.	Ndaha 'éi tuicha mba 'éva oikove hag̃ua.	contradiction	grn
Oguata kyhyje'ÿre pe koty iñypytûme, ojuhu ha oipe'a pe ta'angambyry herakuâva.	Sala de luz-pe, ha 'e ombyai ta 'anga.	contradiction	grn
Apelación ojuhúva en parte pe rareza de sus obsesiones (mitâkuña pyahapyre ijao'ÿva orekóva pene), péva pungently sugerente mundo imaginario, he'i Mark Stevens Nueva York-gua.	Mitâkuña oguerekova 'erâ py 'a ha 'e añete.	contradiction	grn
Omoañetéva nivel de seguridad informática.	Seguridad informática ikangyve ohóvo ohóvo.	contradiction	grn
Techapyrã, ymave ojeiporuva 'ekue Consejo de normas de contabilidad financiera (FASB) omopyenda hag̃ua umi principio de contabilidad ojehechakuaáva, ha ko 'ágã ojeiporu Auditoría Estándar Junta (ASB) omopyenda hag̃ua umi norma de auditoría ojehechakuaáva.	Históricamente araka'eve noñehenóiva consejo de normas de contabilidad financiera	contradiction	grn
Catedral oguerekova'ekue peteĩ tembiasakue opáichagua ha iporãva, ha orekova'ekue peteĩ rivalidad animada ha amistosa Iglesia de Cristo ndive, oiméva mbovymi metros mombyry (ST.	Tupão Cristo oĩ hetaiterei kilómetro catedral-gui.	contradiction	grn
Gestión de las experiencias del estado ome 'ẽ marandu umi reforma gestión federal rehegua (Gao / Ggd-95-22, 21 jasypakõi 1994).	Gestión de las experiencias del estado nomoguahêi información oiporúva reforma administración federal.	contradiction	grn
Van Eyck guive pintura flamenca temprana-pe g̃uarã Museo Metropolitano de Arte (Nueva York) -pe.	Ndaipóri museo Nueva York-pe.	contradiction	grn
Opavave omboguevi umi síntoma hetave paciente-pe.	Ko 'ã mbohapy mba 'e ndorekói mba 'eveichagua efecto hasývape.	contradiction	grn
Ojapo comparación ambue reutilización he 'íva oguapýha en su coño ha oanalisa o resumi.	Ha'e peteî firme partidario umi sitio web omombykýva umi mba'e.	contradiction	grn
Ta'ãnga 1 : agencia-kuéra iñambuéva porcentaje de norma propia omoherakuãva año civil 1999 jave omoneĩva explícitamente comentarios electrónicos térã facsímil	Opaite temimoĩmby oipuru umi estándar de observación electrónica térã facsímil.	contradiction	grn
Oiméramo, nde gira tavaguasukuérape, reju acroseproducts ndegustaháicha umi tenda rehasáva uperire, taha'e Rajasthan, Varanasi, térã Kashmir, eha'ãrõ oguahë peve upépe precio ha selección ikatu iporãve.	Oî peteî jeporavo imboriahuvéva umi artículo oguahëvo umi región ojapóva umi artículo.	contradiction	grn
